id;titulo;genero;ano;duracao(min)
1855;Mum & Dad;Horror;1934;125
1856;Blue Crush;Adventure|Drama|Romance;1968;206
1857;Man Without a Face, The;Drama;2011;70
1858;Hedwig and the Angry Inch;Comedy|Drama|Musical;1989;85
1859;Unforgiven;Drama|Western;1909;174
1860;Suddenly, Last Winter (Improvvisamente l'inverno scorso);Documentary;1913;61
1861;Excuse My Dust;Comedy|Musical;1976;107
1862;The Bride Wore Red;Comedy|Drama|Romance;2017;104
1863;Street Smart;Crime|Drama;1933;200
1864;Spiral;Horror;1933;131
1865;American Buffalo;Crime|Drama;1938;113
1866;Without a Paddle;Comedy;2011;99
1867;The Land Unknown;Adventure|Fantasy|Sci-Fi;1988;128
1868;Armored Car Robbery;Crime|Film-Noir|Thriller;1948;82
1869;Papillon;Crime|Drama;2013;95
1870;Garfield's Halloween Adventure;Animation|Children;2016;176
1871;Ladies Man, The;Comedy;1998;174
1872;Good Vibrations;Drama|Musical;1900;58
1873;Clerks;Comedy;1925;158
1874;Irma Vep;Comedy|Drama;1951;110
1875;Simple Men;Comedy|Drama;1935;91
1876;Dead on Time;Comedy|Drama|Romance;1979;114
1877;The Fuller Brush Girl;Comedy;1940;59
1878;Rowing with the Wind (Remando al viento);Drama|Romance;1905;206
1879;3 Penny Opera, The (Threepenny Opera, The) (3 Groschen-Oper, Die);Crime|Musical;1910;87
1880;Italian Job, The;Action|Comedy|Crime;1973;51
1881;Cobb;Drama;2009;66
1882;Fargo;Comedy|Crime|Drama|Thriller;1944;176
1883;Rocky II;Action|Drama;1922;134
1884;Bigamist, The;Drama;1998;65
1885;Senseless;Comedy;1976;154
1886;Afghan Star;Documentary;1911;140
1887;Cleanflix;Crime|Documentary;1942;171
1888;Forbidden Door (Pintu Terlarang);Drama|Mystery|Thriller;2008;126
1889;Foo Fighters: Back and Forth;Documentary|Musical;1992;143
1890;Densha otoko (Train Man);Comedy|Romance;1961;209
1891;Drawn Together Movie: The Movie!, The;Animation|Comedy;2007;121
1892;American Vagabond;Documentary;1957;194
1893;Paris;Documentary;1980;175
1894;Hide-Out;Comedy|Crime|Drama|Romance;1930;202
1895;Arrow, The;Drama;1949;55
1896;Leatherheads;Comedy|Drama|Romance;1990;115
1897;Dream With the Fishes;Drama;1941;169
1898;Follow the Bitch;Comedy;1989;49
1899;Support Your Local Gunfighter;Comedy|Romance|Western;1923;100
1900;Ryan;Animation|Documentary|Drama|Fantasy;1909;153
1901;Happy, Happy (Sykt lykkelig);Comedy|Drama;1938;121
1902;Keeper of Lost Causes, The (Kvinden i buret);Crime|Mystery|Thriller;1927;61
1903;Much Ado About Nothing;Comedy|Drama|Romance;1947;182
1904;Takers;Action|Crime|Thriller;1988;57
1905;Gran Paradiso;Adventure|Drama|Romance;1913;160
1906;If Looks Could Kill;Action|Comedy;2000;124
1907;Trading Places;Comedy;1937;89
1908;Hollow Crown, The;Drama;1978;119
1909;Something in the Air (Apres Mai);Action|Drama;1948;132
1910;All Is Forgiven (Tout est pardonné);Drama;1946;133
1911;Didier;Comedy|Fantasy;2009;204
1912;Hell's Angels;Drama|War;1926;165
1913;African Cats;Adventure|Documentary;1916;150
1914;Brothers;Drama|Thriller|War;2005;167
1915;Min så kallade pappa;(no genres listed);2001;190
1916;Tukkijoella;Drama;2007;156
1917;Arrowsmith;Drama;1933;118
1918;Great Train Robbery, The (a.k.a. First Great Train Robbery, The);Action|Adventure|Comedy|Crime|Drama;1994;113
1919;Porco Rosso (Crimson Pig) (Kurenai no buta);Adventure|Animation|Comedy|Fantasy|Romance;1962;96
1920;Blot, The;Drama;1932;169
1921;Salvation Boulevard;Comedy|Thriller;1930;77
1922;Incredibly True Adventure of Two Girls in Love, The;Comedy|Romance;1983;54
1923;House IV;Fantasy|Horror|Thriller;1944;100
1924;5 Dolls for an August Moon (5 bambole per la luna d'agosto);Horror|Mystery|Thriller;1996;148
1925;Murder by Death;Comedy|Crime|Mystery|Thriller;1934;161
1926;Trumpet of the Swan, The;Animation|Drama|Musical;1936;158
1927;Nico and Dani (Krámpack);Comedy|Drama|Romance;1937;91
1928;S.W.A.T.: Firefight;Action|Crime|Thriller;1917;98
1929;Born to Kill;Crime|Drama|Film-Noir;1993;74
1930;G.I. Joe: The Revenge of Cobra;Action|Animation;1962;97
1931;Northwest Passage;Action|Adventure|Drama|Romance|Thriller|Western;1950;135
1932;Boiler Room;Crime|Drama|Thriller;1961;63
1933;3 Days to Kill;Action|Crime|Drama;1922;96
1934;Avengers, The;Action|Adventure;1983;71
1935;The House on 56th Street;Drama;1960;202
1936;Doc Savage: The Man of Bronze;Adventure;1942;184
1937;Twist;Drama;1914;130
1938;Mermaids;Comedy|Drama|Romance;1931;122
1939;Saphead, The;Comedy;1933;191
1940;My Wrongs 8245-8249 and 117;Comedy|Drama;2015;80
1941;Das Experiment (Experiment, The);Drama|Thriller;1972;73
1942;Trinity: Gambling for High Stakes (Odds and Evens) (Pari e dispari);Comedy|Crime;1924;204
1943;American Beauty;Comedy|Drama;1942;104
1944;Cannibal Holocaust;Horror;1906;130
1945;Artist and the Model, The (El artista y la modelo);Drama;1960;160
1946;Truth About Charlie, The;Mystery|Thriller;1980;60
1947;God Who Wasn't There, The;Documentary;1924;77
1948;Chef;Comedy;1973;119
1949;British Intelligence;Drama;1986;162
1950;Pumpkin;Comedy|Drama|Romance;1910;188
1951;Botany of Desire, The;Documentary;1914;91
1952;Between Your Legs (Entre las piernas);Drama|Mystery|Romance|Thriller;1980;46
1953;Oasis;Drama|Romance;2011;63
1954;Stevie;Documentary;1989;143
1955;Suit for Wedding, A (a.k.a. The Wedding Suit) (Lebassi Baraye Arossi);Drama;2005;57
1956;Wicked Blood;Action|Drama|Thriller;2016;198
1957;Carson City;Action|Romance|Western;1911;197
1958;Under the Cherry Moon;Comedy|Drama|Musical|Romance;1931;97
1959;Author! Author!;Comedy|Drama;1936;49
1960;Hypnotist, The (Hypnotisören);Thriller;1976;48
1961;Losers, The;Action|Adventure|Drama|Mystery|Thriller;1928;162
1962;Scotland, Pa.;Comedy|Crime;1979;159
1963;Island;Drama|Mystery|Thriller;1963;80
1964;Infernal Affairs (Mou gaan dou);Crime|Drama|Thriller;1982;46
1965;Around the World Under the Sea;Action|Adventure;1937;198
1966;Xanadu;Fantasy|Musical|Romance;1937;126
1967;8th Wonderland;Drama|Thriller;1967;60
1968;Blood Work;Crime|Drama|Mystery|Thriller;1915;69
1969;J. Edgar;Drama;2010;163
1970;På sista versen;Comedy;1909;125
1971;Lone Wolf and Cub: Baby Cart in the Land of Demons (Kozure Ôkami: Meifumadô);Action|Drama|Thriller;1992;90
1972;Nightmare Factory;Documentary;1950;108
1973;Dragonheart;Action|Adventure|Fantasy;1949;194
1974;Enter the Ninja (a.k.a. Ninja I);Action|Drama;2017;111
1975;Mortdecai;Adventure|Comedy;1902;109
1976;Just Like Heaven;Comedy|Fantasy|Romance;1929;112
1977;Pekka ja Pätkä neekereinä;Comedy;1966;132
1978;Nymphomaniac: Volume II;Drama|Mystery;1931;176
1979;U.S. Marshals;Action|Crime|Thriller;1936;192
1980;Winners and Sinners (Qi mou miao ji: Wu fu xing);Action|Comedy|Crime;1985;77
1981;Pat Garrett and Billy the Kid;Western;1917;52
1982;Concert for George, The;Documentary|Musical;1942;73
1983;Devil's in the Details, The;Thriller;2015;190
1984;Mad Masters, The (Les maîtres fous);Documentary;1972;124
1985;Resident Evil: Damnation;Action|Animation|Horror;1945;45
1986;Man on the Moon;Comedy|Drama;1920;89
1987;Dead Time: Kala;Crime|Fantasy|Film-Noir|Thriller;1930;88
1988;Roman Holiday;Comedy|Drama|Romance;1917;72
1989;Thirst (Bakjwi);Drama|Horror;1942;52
1990;Magic Flute, The (Trollflöjten);Comedy|Fantasy|Musical|Romance;2017;174
1991;Black Sun (Kuroi taiyô);Drama|Thriller;1914;133
1992;Man with a Cloak, The;Drama|Thriller;1983;170
1993;Dead Men Walk;Drama|Horror|Mystery;1987;183
1994;One Nine Nine Four;Documentary;1911;140
1995;Elf;Children|Comedy|Fantasy;1908;195
1996;Band of the Hand;Action|Crime|Drama;1900;158
1997;John Adams;Drama;1943;193
1998;Good Earth, The;Drama;1982;117
1999;Juggernaut;Action|Thriller;1975;81
2000;Tess of the Storm Country;Drama;1959;162
2001;What Price Glory;Comedy|Drama|War;1944;180
2002;Kiwi!;Action|Animation;1997;76
2003;Matinee;Comedy|Drama;1947;132
2004;Apple Dumpling Gang Rides Again, The;Children|Comedy|Western;2006;98
2005;Bad 25;Documentary;1962;210
2006;Sands of Iwo Jima;Action|Drama|Romance|War;1900;71
2007;Hundred-Foot Journey, The;Drama;1990;144
2008;National Lampoon's Pucked;Comedy;1969;158
2009;Dreamboat;Comedy;2018;94
2010;Death of a Cyclist (Muerte de un ciclista);Drama;1946;76
2011;Jim Jefferies: I Swear to God;Comedy;1994;196
2012;Shogun Assassin;Action|Adventure;1944;187
2013;Wadjda;Drama;1999;58
2014;8: The Mormon Proposition;Documentary;1912;66
2015;Low Life, The;Drama;2002;162
2016;Kidnap Syndicate;Crime;1959;165
2017;Actresses (Actrices);Comedy|Drama;1952;57
2018;For the Birds;Animation|Children|Comedy;2002;89
2019;Rigoletto;Drama;1975;116
2020;Space Milkshake;Comedy|Sci-Fi;1917;135
2021;Pardes;Action|Comedy|Musical|Romance;2011;111
2022;Female Demon Ohyaku (Yôen dokufuden hannya no ohyaku);Action;1945;203
2023;Major League: Back to the Minors;Comedy;1980;139
2024;Man of the Year;Comedy|Thriller;1981;144
2025;May;Drama|Horror;1998;139
2026;Stardust Memories;Comedy|Drama;1932;184
2027;Rich Man's Wife, The;Thriller;1997;89
2028;Her Alibi;Comedy|Romance;1945;51
2029;Best in Show;Comedy;1924;47
2030;Christmas Carol, A;Drama|Fantasy;1969;203
2031;Rudolph the Red-Nosed Reindeer: The Movie;Animation|Children;1918;136
2032;How Hitler Lost the War;Documentary;1935;139
2033;My Brother the Devil;Drama;1956;46
2034;Operation 'Y' & Other Shurik's Adventures;Comedy|Crime|Romance;1962;169
2035;Hitchhiker's Guide to the Galaxy, The;Adventure|Comedy|Sci-Fi;1949;182
2036;Zeisters (Fat Guy Goes Nutzoid);Comedy;1986;133
2037;In the Name of the Father;Drama;1918;116
2038;Sleeping with the Enemy;Drama|Thriller;1953;45
2039;Leaving Las Vegas;Drama|Romance;2013;168
2040;History of Hell (Rosas Höllenfahrt);Documentary;1981;157
2041;No Man of Her Own ;Drama|Film-Noir;1970;135
2042;Liv & Ingmar;Documentary;1941;186
2043;Heartbeat Detector (Question humaine, La);Drama|Thriller;2013;163
2044;The Sinners of Hell;Drama|Horror;1960;168
2045;Väreitä;Drama;1968;197
2046;Liebestraum;Mystery|Thriller;1901;87
2047;Concepción Arenal, la visitadora de cárceles;Drama;1921;184
2048;Game of Werewolves;Comedy|Horror;1916;58
2049;Brown Sugar;Romance;1995;147
2050;Arranged;Comedy|Drama|Romance;1903;104
2051;Satan Never Sleeps;Drama|War;1963;189
2052;Hot Tub Time Machine;Comedy|Sci-Fi;1931;55
2053;Good Morning, Babylon;Drama;1927;209
2054;Jungle Book of Regulations, A (Nie Ma Rozy Bez Ognia);Comedy;1942;166
2055;Guilty Hands;Crime|Drama;2004;102
2056;Airport 1975;Action|Drama|Thriller;1954;136
2057;Starbuck;Comedy;1978;143
2058;Birds, The;Horror|Thriller;1965;118
2059;Meatballs 4;Comedy;1916;140
2060;Vision Quest;Drama|Romance;1916;199
2061;Haunting in Connecticut 2: Ghosts of Georgia, The;Drama|Horror|Thriller;2013;152
2062;And Starring Pancho Villa as Himself;Action|Comedy|Drama|War;2011;55
2063;Two if by Sea;Comedy|Romance;2001;145
2064;Puppet Master;Horror|Sci-Fi|Thriller;1990;122
2065;Mighty, The;Drama;1977;152
2066;Blue Sky;Drama|Romance;1922;123
2067;Preston Sturges: The Rise and Fall of an American Dreamer;Documentary;1962;62
2068;Dark Tide;Adventure|Drama|Thriller;1918;202
2069;Study in Terror, A;Crime|Drama|Horror;2010;79
2070;Darjeeling Limited, The;Adventure|Comedy|Drama;1975;103
2071;Lives of Others, The (Das leben der Anderen);Drama|Romance|Thriller;1955;83
2072;City of Industry;Crime|Thriller;1969;113
2073;Princess;Action|Animation|Drama;1924;140
2074;Manzanar Fishing Club, The;Adventure|Documentary;2018;147
2075;In the Name of the King III;Action|Adventure|Drama|Fantasy;1982;103
2076;Twice Born (Venuto al mondo);Drama|Romance|War;2010;196
2077;24 Hour Party People;Comedy|Drama|Musical;1967;142
2078;Pageant;Documentary;1994;136
2079;Baby Mama;Comedy;2007;179
2080;Complete History of My Sexual Failures, A;Comedy|Documentary;1924;144
2081;Kiss Kiss - Bang Bang;Adventure|Comedy;1933;96
2082;Torment;Horror|Thriller;2008;115
2083;Jay And Silent Bob's Super Groovy Cartoon Movie;(no genres listed);1902;210
2084;Backtrack (Catchfire);Action|Drama|Thriller;1914;47
2085;Richard III;Drama;1958;50
2086;Two Drifters (Odete);Drama;1923;62
2087;The Possession of Michael King;Horror;1929;121
2088;Waking Sleeping Beauty;Animation|Documentary;1906;95
2089;Demonlover;Crime|Drama|Mystery|Thriller;1901;167
2090;Reflections in a Golden Eye;Drama;1995;147
2091;Rent-a-Kid;Comedy;1987;178
2092;Paparazzi;Drama|Thriller;1901;77
2093;Pope of Greenwich Village, The;Drama;1917;174
2094;Teddy Bear (10 timer til Paradis);Drama|Romance;1999;65
2095;Goebbels Experiment, The (Das Goebbels Experiment);Documentary;1938;179
2096;Invisible Woman, The;Drama|Romance;2005;197
2097;Dr. Who and the Daleks;Adventure|Children|Sci-Fi;1946;81
2098;Joe Somebody;Comedy|Drama|Romance;1937;136
2099;Slums of Beverly Hills, The;Comedy|Drama;1977;173
2100;Who's That Girl?;Comedy;2014;134
2101;Going to Pieces: The Rise and Fall of the Slasher Film;Documentary;1914;179
2102;Poetical Refugee;Drama;1934;117
2103;Cirque du Soleil: Worlds Away;Fantasy|IMAX;2015;106
2104;Nanayo (Nanayomachi);Drama;1963;122
2105;Reindeer Games;Action|Thriller;1976;187
2106;Love and Anarchy (Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...');Comedy|Drama|Romance;1974;155
2107;On Guard (Bossu, Le);Adventure|Drama;1929;160
2108;Luminarias;Comedy|Romance;1963;76
2109;Why Do Fools Fall In Love?;Drama;1960;135
2110;Desert Flower;Drama;2008;160
2111;Lover, The (Amant, L');Drama|Romance;1969;54
2112;Children of Nature (Börn náttúrunnar);Drama|Mystery;2015;53
2113;Good For Nothing;Comedy|Western;2006;186
2114;Autumn Afternoon, An (Sanma no aji);Drama;1944;134
2115;My Dog Skip;Children|Drama;1969;95
2116;Pandemonium;Comedy|Horror|Mystery;1978;71
2117;Mesrine: Public Enemy #1 (L'ennemi public n°1);Action|Crime;1948;170
2118;Time Walker (a.k.a. Being From Another Planet);Horror|Sci-Fi;1994;157
2119;Assisted Living;Comedy|Drama;1902;163
2120;Cave of the Yellow Dog, The;Drama;1999;151
2121;Tarzan the Fearless;Action|Adventure;1923;189
2122;Lady for a Day;Comedy;1978;91
2123;8 Days to Premiere (8 päivää ensi-iltaan);Comedy|Fantasy|Romance;1962;107
2124;Kira's Reason: A Love Story (En Kærlighedshistorie);Drama;1996;118
2125;Dawn Patrol, The;Drama|War;1909;182
2126;Tigerland;Drama;1976;114
2127;Claire of the Moon;Drama|Romance;1905;190
2128;Gothic;Drama|Horror;1912;189
2129;Kings Row;Drama|Romance;1955;59
2130;Address Unknown (Suchwiin bulmyeong);Drama|War;1936;128
2131;Wolfman, The;Horror|Thriller;1947;45
2132;Catechism Cataclysm, The;Comedy;2013;127
2133;Wendell Baker Story, The;Comedy|Drama|Romance;1907;131
2134;Coelacanth: The Fish That Time Forgot;Documentary;1956;99
2135;Street Thief;Crime|Documentary;1969;79
2136;Juche Idea, The;Documentary;1997;156
2137;Deadline - U.S.A.;Crime|Drama;2001;51
2138;Beavis and Butt-Head Do America;Adventure|Animation|Comedy|Crime;1939;207
2139;Working Girl;Comedy|Drama|Romance;1960;109
2140;Jour se lève, Le (Daybreak);Crime|Drama|Romance|Thriller;1944;91
2141;21 and Over;Comedy;1904;61
2142;Glenn, the Flying Robot;Sci-Fi;1935;172
2143;Keith;Drama|Romance;1962;186
2144;Torrente 5: Operación Eurovegas;Action|Comedy;1919;61
2145;Testament of Orpheus, The (Testament d'Orphée);Drama;2012;205
2146;King Arthur;Action|Adventure|Drama|War;1960;47
2147;Mirror, The (Zerkalo);Drama;1972;174
2148;Code Conspiracy, The;Action|Mystery|Thriller;1968;77
2149;TerrorVision;Comedy|Horror|Sci-Fi;1914;141
2150;Turistas;Adventure|Drama|Horror|Mystery|Thriller;1988;187
2151;Parting Glances;Comedy|Drama|Romance;2007;210
2152;Swarm, The;Action|Horror|Sci-Fi;1957;170
2153;Easy Rider;Adventure|Drama;1950;202
2154;Nine Lives of Fritz the Cat, The;Animation;1909;61
2155;Watchers;Horror|Sci-Fi;1975;178
2156;Fixer, The;Drama;1959;194
2157;Gods Must Be Crazy, The;Adventure|Comedy;1988;191
2158;Hansel & Gretel;Horror;1949;64
2159;White Fang (Zanna Bianca);Adventure;1913;162
2160;Extraordinary Adventures of Mr. West in the Land of the Bolsheviks, The (Neobychainye priklyucheniya mistera Vesta v strane bolshevikov);Comedy;1926;137
2161;Proposition, The;Drama|Romance;1931;72
2162;Repulsion;Drama|Horror;1949;98
2163;Lili;Drama|Musical|Romance;1941;56
2164;Shadowing the Third Man;Documentary;1909;67
2165;By the Pricking of My Thumbs (Mon petit doigt m'a dit...);Comedy|Mystery;1929;103
2166;Ballet Shoes;Children|Drama;1948;179
2167;Garden of Allah, The;Drama;1931;95
2168;Reparando;Documentary;1972;156
2169;Dragonslayer;Action|Adventure|Fantasy;1979;118
2170;Stroker Ace;Action|Comedy|Romance;1980;168
2171;Reeker;Horror|Mystery;1974;85
2172;Zabriskie Point;Drama|Romance;2009;91
2173;Bucky Larson: Born to Be a Star;Comedy;1966;100
2174;King Solomon's Mines;Action|Adventure;1930;66
2175;Rid of Me;Comedy|Drama|Romance;1940;207
2176;The Spectacular Now;Comedy|Drama|Romance;1998;88
2177;Leaning Tower, The (Kalteva torni);Comedy;1990;113
2178;Airplane II: The Sequel;Comedy;1999;199
2179;Out of the Ashes;Drama;1940;62
2180;Hot Pursuit;Comedy;1986;113
2181;Ten Little Indians (Ein Unbekannter rechnet ab) (And Then There Were None);Crime|Drama|Mystery;1977;131
2182;My Beautiful Dacia (Dacia, dragostea mea);Documentary;1902;155
2183;Royal Scandal, A;Comedy|Drama;1978;55
2184;Weekend at Bernie's II;Adventure|Comedy;1959;191
2185;Pioneer (Pionér);Thriller;2008;146
2186;Paperman;Animation|Comedy|Romance;1997;103
2187;Rush;Crime|Drama;1982;208
2188;First Sunday;Comedy|Crime;1935;134
2189;Leap of Faith;Comedy|Drama;1933;119
2190;Kenny;Comedy;1941;128
2191;My Father and My Son (Babam ve oglum);Drama;1902;96
2192;Lady in Number 6: Music Saved My Life, The;Documentary|Drama;1906;130
2193;Crisis: Behind a Presidential Commitment;Documentary;1900;76
2194;Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban);Action|Animation;2011;103
2195;Canvas;Drama;1965;182
2196;Evil Remains (Trespassing);Horror|Thriller;1913;109
2197;Breaking Out (Vägen ut);Comedy|Drama;1991;205
2198;Second Best;Drama;1932;115
2199;Amen;Drama|Musical;1928;190
2200;Twin Sitters;Thriller;1954;100
2201;Social Genocide (Memoria del saqueo);Documentary;1922;112
2202;Don Q Son of Zorro;Adventure|Romance;1983;140
2203;A Spell to Ward Off the Darkness;Documentary;1978;184
2204;Unholy Rollers, The;Action|Comedy|Drama;1989;142
2205;Creation of the Humanoids, The;Sci-Fi;1992;88
2206;Haunting in Connecticut, The;Horror|Thriller;1928;60
2207;Belle toujours;Drama;1990;134
2208;Scapegoat, The;Drama;1984;204
2209;Wrong Man, The;Drama|Film-Noir|Thriller;1972;208
2210;Seventh Sign, The;Drama|Fantasy|Thriller;1943;163
2211;Seducing Doctor Lewis (Grande séduction, La);Comedy;1945;199
2212;The Little Rascals Save the Day;Comedy;2003;202
2213;Trotsky, The;Comedy;1903;165
2214;Parental Guidance;Comedy;2017;159
2215;Down and Derby;Children|Comedy;1924;184
2216;Helen of Troy;Action|Adventure|Drama|Romance|War;1934;132
2217;Last Call (Hoogste tijd);Drama;1970;175
2218;Everybody Wants to Be Italian;Comedy|Romance;1908;159
2219;Room with a View, A;Drama|Romance;1915;155
2220;Tarzan, the Ape Man;Adventure;1958;196
2221;Laws of Gravity;Drama;1931;83
2222;Better This World;Documentary;2010;204
2223;Highlander;Action|Adventure|Fantasy;1937;197
2224;Lonely Wife, The (Charulata);Drama|Romance;1960;135
2225;They All Laughed;Comedy;1970;100
2226;Too Many Girls;Comedy|Musical;1940;194
2227;Dacii;Drama|War;2013;131
2228;Loveless, The (Breakdown);Drama;1983;62
2229;Scary Movie 5 (Scary MoVie);Comedy;1976;53
2230;Shakespeare High;Documentary;1982;171
2231;Michael the Brave (Mihai Viteazul);Action|Drama;1956;102
